ORGID,ORGTYPE,ORGNUMBER,SCHNUMBER,FORMID,GISNAME,MDENAME,ALTNAME,GISADDR,MDEADDR,PUBPRIV,LOCTYPE,GRADERANGE,CLASS,MAGNET,LOCDISTID,LOCDISTNAME,COUNTYCODE,COUNTYNAME,CREATEDT,UPDATEDT,FED_SCHNUM,WEB_URL,YEAR,latitude,longitude
10750000000,01,0750,000,0750-01,Rocori District Office,Rocori Public School District,Rocori,"534 5th Ave N, Cold Spring, MN 56320","534 N 5th Ave, Cold Spring, MN 56320-1409",Public,Head,,,NO,10750000000,Rocori,27145,Stearns,2022-09-19,2022-11-17,2709440,http://rocori.k12.mn.us/,SY2022-23,45.463788,-94.428458
10750010000,01,0750,010,0750-01-010,Richmond Elementary,Richmond Elementary,NULL,"34 2nd St NE, Richmond, MN 56368","34 2nd St NE, Richmond, MN 56368-0489",Public,Member,KG-5,10,NO,10750000000,Rocori,27145,Stearns,2007-04-13,2022-06-02,270944000386,http://rocori.k12.mn.us,SY2022-23,45.456478,-94.517881
10750020000,01,0750,020,0750-01-020,Rockville Elementary,Rockville Elementary,John Clark Elementary,"415 W Broadway, Rockville, MN 56369","415 W Broadway, Rockville, MN 56369-0037",Public,Member,KG-5,10,NO,10750000000,Rocori,27145,Stearns,2022-09-19,2022-11-17,270944000387,,SY2022-23,45.469641,-94.343861
10750030000,01,0750,030,0750-01-030,Cold Spring Elementary,Cold Spring Elementary,NULL,"601 Red River Ave N, Cold Spring, MN 56320","601 Red River Ave N, Cold Spring, MN 56320-1443",Public,Member,EC-5,10,NO,10750000000,Rocori,27145,Stearns,2007-04-13,2022-09-19,270944000385,,SY2022-23,45.464794,-94.425889
10750050000,01,0750,050,0750-01-050,ROCORI Senior High,Rocori Senior High,NULL,"534 5th Ave N, Cold Spring, MN 56320","534 5th Ave N, Cold Spring, MN 56320-1498",Public,Member,9-12,32,NO,10750000000,Rocori,27145,Stearns,2007-04-13,2022-09-19,270944000388,http://www.rocori.k12.mn.us,SY2022-23,45.463788,-94.428458
10750060000,01,0750,060,0750-01-060,ROCORI Middle,Rocori Middle,NULL,"534 5th Ave N, Cold Spring, MN 56320","534 N 5th Ave, Cold Spring, MN 56320-2399",Public,Member,6-8,20,NO,10750000000,Rocori,27145,Stearns,2007-04-13,2022-09-19,270944001682,http://www.rocori.k12.mn.us,SY2022-23,45.463788,-94.428458
10750070000,01,0750,070,0750-01-070,Rocori ALC,Rocori ALC,NULL,"534 5th Ave N, Cold Spring, MN 56320","534 N 5th Ave, Cold Spring, MN 56320",Public,Member,7-12,41,NO,10750000000,Rocori,27145,Stearns,2013-02-05,2022-09-19,270944004629,http://www.rocori.k12.mn.us/,SY2022-23,45.463788,-94.428458
10750071000,01,0750,071,0750-01-071,Rocori Online Learning Site,Rocori Online Learning Site,NULL,"534 5th Ave N, Cold Spring, MN 56320","534 5th Ave N, Cold Spring, MN 56320",Public,Member,6-12,46,NO,10750000000,Rocori,27145,Stearns,2021-08-10,2021-08-10,270944005483,,SY2022-23,45.463788,-94.428458
10750080000,01,0750,080,0750-01-080,Rocori TS,Rocori Targeted Services,NULL,"534 5th Ave N, Cold Spring, MN 56320","534 N 5th Ave, Cold Spring, MN 56320",Public,Member,KG-8,45,NO,10750000000,Rocori,27145,Stearns,2014-09-01,2022-09-19,270944004651,http://www.rocori.k12.mn.us,SY2022-23,45.463788,-94.428458
10750082000,01,0750,082,0750-01-082,Rocori School District Community Ed,Rocori School District Community Ed,NULL,"527 Main St, Cold Spring, MN 56320","527 Main St, Cold Spring, MN 56320",Public,Member,AE,82,NO,10750000000,Rocori,27145,Stearns,2012-04-01,2021-06-29,2709440,http://www.rocori.k12.mn.us/,SY2022-23,45.456646,-94.432523
10750085000,01,0750,085,0750-01-085,District Education Facility ECFE,District Education Facility ECFE,NULL,"527 Main St, Cold Spring, MN 56320","527 Main Street, Cold Spring, MN 56320",Public,Member,,84,NO,10750000000,Rocori,27145,Stearns,2018-10-01,2021-06-29,2709440,http://www.rocori.k12.mn.us,SY2022-23,45.456646,-94.432523
10750090000,01,0750,090,0750-01-090,Rocori School Readiness Program,Rocori School Readiness Program,NULL,"527 Main St, Cold Spring, MN 56320","527 Main Street, Cold Spring, MN 56320",Public,Member,,85,NO,10750000000,Rocori,27145,Stearns,2018-10-01,2021-06-29,2709440,http://www.rocori.k12.mn.us,SY2022-23,45.456646,-94.432523
10756000000,01,0756,000,0756-01,Blooming Prairie District Office,Blooming Prairie Public School Dist,Blooming Prairie,"202 4th Ave NW, Blooming Prairie, MN 55917","202 4th Ave NW, Blooming Prairie, MN 55917-1129",Public,Head,,,NO,10756000000,Blooming Prairie,27147,Steele,2022-09-19,2022-11-17,2705760,http://www.blossoms.k12.mn.us,SY2022-23,43.867647,-93.063740
10756010000,01,0756,010,0756-01-010,Blooming Prairie Elementary,Blooming Prairie Elementary,NULL,"123 2nd St NW, Blooming Prairie, MN 55917","123 2nd St NW, Blooming Prairie, MN 55917-1129",Public,Member,EC-6,10,NO,10756000000,Blooming Prairie,27147,Steele,2007-04-13,2022-09-19,270576000214,http://www.blossoms.k12.mn.us,SY2022-23,43.868853,-93.056556
10756020000,01,0756,020,0756-01-020,Blooming Prairie High,Blooming Prairie Secondary,NULL,"202 4th Ave NW, Blooming Prairie, MN 55917","202 4th Ave NW, Blooming Prairie, MN 55917-1129",Public,Member,7-12,33,NO,10756000000,Blooming Prairie,27147,Steele,2007-04-13,2022-03-01,270576000215,http://www.blossoms.k12.mn.us,SY2022-23,43.867647,-93.063740
10756030000,01,0756,030,0756-01-030,Blooming Prairie ECFE,Blooming Prairie ECFE,NULL,"123 2nd St NW, Blooming Prairie, MN 55917","123 2nd St, Blooming Prairie, MN 55917",Public,Member,,84,NO,10756000000,Blooming Prairie,27147,Steele,2018-10-01,2022-09-19,2705760,http://blossoms.k12.mn.us,SY2022-23,43.868853,-93.056556
10756040000,01,0756,040,0756-01-040,Blooming Prairie School Readiness,Blooming Prairie School Readiness,NULL,"123 2nd St NW, Blooming Prairie, MN 55917","123 2nd St, Blooming Prairie, MN 55917",Public,Member,,85,NO,10756000000,Blooming Prairie,27147,Steele,2018-10-01,2022-09-19,2705760,http://blossoms.k12.mn.us,SY2022-23,43.868853,-93.056556
10761000000,01,0761,000,0761-01,Owatonna District Office,Owatonna Public School District,Owatonna,"515 W Bridge St, Owatonna, MN 55060","515 W Bridge St, Owatonna, MN 55060-2816",Public,Head,,,NO,10761000000,Owatonna,27147,Steele,2022-09-19,2022-11-17,2728050,http://www.isd761.org,SY2022-23,44.084096,-93.236921
10761150000,01,0761,150,0761-01-150,Owatonna High,Owatonna Senior High,NULL,"333 E School St, Owatonna, MN 55060","333 E School St, Owatonna, MN 55060-3095",Public,Member,9-12,32,NO,10761000000,Owatonna,27147,Steele,2007-04-13,2022-05-18,272805001228,https://ohs.isd761.org/,SY2022-23,44.080217,-93.219827
10761151000,01,0761,151,0761-01-151,Owatonna Middle,Owatonna Middle School,NULL,"500 15th St NE, Owatonna, MN 55060","500 15th St NE, Owatonna, MN 55060-1499",Public,Member,6-8,20,NO,10761000000,Owatonna,27147,Steele,2007-04-13,2022-05-18,272805001227,https://oms.isd761.org/,SY2022-23,44.100318,-93.214643
10761602000,01,0761,602,0761-01-602,Owatonna ESY,ESY,NULL,"515 W Bridge St, Owatonna, MN 55060","515 West Bridge St, Owatonna, MN 55060",Public,Member,KG-12,51,NO,10761000000,Owatonna,27147,Steele,2008-09-17,2021-09-27,2728050,,SY2022-23,44.084096,-93.236921
10761605000,01,0761,605,0761-01-605,Owatonna Summer 9-12,Owatonna Summer School 9-12,NULL,"338 Main St E, Owatonna, MN 55060","338 Main St. E, Owatonna, MN 55060-3037",Public,Member,9-12,41,NO,10761000000,Owatonna,27147,Steele,2007-10-04,2022-09-16,272805003096,https://www.isd761.org/,SY2022-23,44.084145,-93.219355
10761610000,01,0761,610,0761-01-610,Owatonna ALC 9-12,Owatonna ALC 9-12,NULL,"338 Main St E, Owatonna, MN 55060","338 Main St. E, Owatonna, MN 55060-3037",Public,Member,9-12,41,NO,10761000000,Owatonna,27147,Steele,2007-10-04,2022-09-16,272805002846,https://alc.isd761.org/,SY2022-23,44.084145,-93.219355
10761611000,01,0761,611,0761-01-611,Owatonna ED K-8,Owatonna Extended Day K-8,NULL,"515 W Bridge St, Owatonna, MN 55060","515 West Bridge St, Owatonna, MN 55060-2423",Public,Member,KG-8,45,NO,10761000000,Owatonna,27147,Steele,2007-10-04,2022-09-19,272805002847,,SY2022-23,44.084096,-93.236921
10761612000,01,0761,612,0761-01-612,Owatonna Summer K-6,Owatonna Summer School K-5,NULL,"515 W Bridge St, Owatonna, MN 55060","515 West Bridge St, Owatonna, MN 55060-2423",Public,Member,KG-5,45,NO,10761000000,Owatonna,27147,Steele,2007-10-04,2022-09-19,272805003101,https://www.isd761.org/,SY2022-23,44.084096,-93.236921
10761613000,01,0761,613,0761-01-613,Owatonna Summer School 6-8,Owatonna Summer School 6-8,NULL,"500 15th St NE, Owatonna, MN 55060","500 15th St NE, Owatonna, MN 55060-1431",Public,Member,6-8,41,NO,10761000000,Owatonna,27147,Steele,2011-06-01,2022-05-18,272805004400,https://www.isd761.org/,SY2022-23,44.100318,-93.214643
10761614000,01,0761,614,0761-01-614,Owatonna Night School,Owatonna Night School,NULL,"338 Main St E, Owatonna, MN 55060","338 Main St. E, Owatonna, MN 55060-3037",Public,Member,9-12,41,NO,10761000000,Owatonna,27147,Steele,2015-10-01,2022-09-16,272805004831,https://alc.isd761.org/,SY2022-23,44.084145,-93.219355
10761901000,01,0761,901,0761-01-901,Lincoln Elementary,Lincoln Elementary,NULL,"747 Havana Rd, Owatonna, MN 55060","747 Havana Rd, Owatonna, MN 55060-3696",Public,Member,KG-6,10,NO,10761000000,Owatonna,27147,Steele,2007-04-13,2022-04-20,272805001225,https://lincoln.isd761.org/,SY2022-23,44.072507,-93.209344
10761902000,01,0761,902,0761-01-902,McKinley Elementary,McKinley Elementary,NULL,"1050 22nd St NE, Owatonna, MN 55060","1050 22nd St. NE, Owatonna, MN 55060-5103",Public,Member,KG-5,10,NO,10761000000,Owatonna,27147,Steele,2017-05-01,2022-09-19,272805001226,https://mckinley.isd761.org/,SY2022-23,44.107556,-93.204689
10761903000,01,0761,903,0761-01-903,Owatonna ECSE,Owatonna ECSE,NULL,"338 Main St E, Owatonna, MN 55060","338 Main St. E, Owatonna, MN 55060-3037",Public,Member,EC-PK,50,NO,10761000000,Owatonna,27147,Steele,2014-06-01,2022-09-16,272805002681,https://www.isd761.org/,SY2022-23,44.084145,-93.219355
10761904000,01,0761,904,0761-01-904,Washington Elementary,Washington Elementary,NULL,"423 14th St NE, Owatonna, MN 55060","423 14th St. NE, Owatonna, MN 55060-1728",Public,Member,KG-5,10,NO,10761000000,Owatonna,27147,Steele,2017-05-01,2022-09-19,272805001230,https://washington.isd761.org/,SY2022-23,44.098355,-93.217129
10761905000,01,0761,905,0761-01-905,Wilson Elementary,Wilson Elementary,NULL,"325 Meadow Ln, Owatonna, MN 55060","325 Meadow Ln, Owatonna, MN 55060-2799",Public,Member,EC-5,10,NO,10761000000,Owatonna,27147,Steele,2007-04-13,2022-08-16,272805001231,https://wilson.isd761.org/,SY2022-23,44.081023,-93.241705
10761909000,01,0761,909,0761-01-909,Owatonna Online K-5,Owatonna Online K-5,NULL,"1050 22nd St NE, Owatonna, MN 55060","1050 22nd St NE, Owatonna, MN 55060",Public,Member,KG-5,46,NO,10761000000,Owatonna,27147,Steele,2021-07-09,2021-08-16,272805005484,http://owatonnaonline.org,SY2022-23,44.107556,-93.204689
10761910000,01,0761,910,0761-01-910,Owatonna Online 9-12,Owatonna Online 9-12,NULL,"338 Main St E, Owatonna, MN 55060","338 Main St E, Owatonna, MN 55060",Public,Member,9-12,46,NO,10761000000,Owatonna,27147,Steele,2021-07-09,2022-09-16,272805005485,http://owatonnaonline.org,SY2022-23,44.084145,-93.219355
10761911000,01,0761,911,0761-01-911,Owatonna Online 6-8,Owatonna Online 6-8,NULL,"338 Main St E, Owatonna, MN 55060","338 Main St E, Owatonna, MN 55060",Public,Member,6-8,46,NO,10761000000,Owatonna,27147,Steele,2021-08-10,2022-09-16,272805005486,https://owatonnaonline.isd761.org/,SY2022-23,44.084145,-93.219355
10761996000,01,0761,996,0761-01-996,Owatonna ECFE,Owatonna ECFE,NULL,"122 McKinley St E, Owatonna, MN 55060","122 McKinley St E, Owatonna, MN 55060",Public,Member,,84,NO,10761000000,Owatonna,27147,Steele,2018-10-01,2022-09-19,2728050,https://communityed.isd761.org/,SY2022-23,44.073250,-93.225050
10761997000,01,0761,997,0761-01-997,Roosevelt School Readiness,Roosevelt School Readiness,NULL,"122 Mckinley St E, Owatonna, MN 55060","122 McKinley Street East, Owatonna, MN 55060",Public,Member,,85,NO,10761000000,Owatonna,27147,Steele,2018-10-01,2022-09-19,2728050,https://www.isd761.org/,SY2022-23,44.073250,-93.225050
10763000000,01,0763,000,0763-01,Medford District Office,Medford Public School District,Medford,"750 2nd Ave SE, Medford, MN 55049","750 2nd Ave SE, Medford, MN 55049-0038",Public,Head,,,NO,10763000000,Medford,27147,Steele,2022-09-19,2022-11-17,2719320,http://www.medford.k12.mn.us/,SY2022-23,44.173444,-93.232726
10763010000,01,0763,010,0763-01-010,Medford Elementary,Medford Elementary,NULL,"750 2nd Ave SE, Medford, MN 55049","750 2nd Ave SE, Medford, MN 55049-0038",Public,Member,EC+KG-6,10,NO,10763000000,Medford,27147,Steele,2007-04-13,2022-02-15,271932000909,,SY2022-23,44.173444,-93.232726
10763020000,01,0763,020,0763-01-020,Medford High,Medford Secondary,NULL,"750 2nd Ave SE, Medford, MN 55049","750 2nd Ave SE, Medford, MN 55049-0038",Public,Member,7-12,33,NO,10763000000,Medford,27147,Steele,2007-04-13,2022-02-15,271932000910,,SY2022-23,44.173444,-93.232726
10763030000,01,0763,030,0763-01-030,Medford ECFE,Medford ECFE,NULL,"750 2nd Ave SE, Medford, MN 55047","750 2nd Ave SE, Medford, MN 55047",Public,Member,,84,NO,10763000000,Medford,27147,Steele,2018-10-01,2022-02-15,2719320,http://www.medford.k12.mn.us,SY2022-23,44.173444,-93.232726
10763040000,01,0763,040,0763-01-040,Medford ESY,Medford District ESY,NULL,"750 2nd Ave SE, Medford, MN 55049","750 2nd Ave SE, Medford, MN 55049",Public,Member,1-12,51,NO,10763000000,Medford,27147,Steele,2015-10-01,2022-02-15,2719320,http://www.medfordtigers.org,SY2022-23,44.173444,-93.232726
10763050000,01,0763,050,0763-01-050,Medford School Readiness,Medford School Readiness,NULL,"750 2nd Ave SE, Medford, MN 55049","750 2nd Ave SE, Medford, MN 55049",Public,Member,,85,NO,10763000000,Medford,27147,Steele,2018-10-01,2022-02-15,2719320,,SY2022-23,44.173444,-93.232726
10768000000,01,0768,000,0768-01,Hancock District Office,Hancock Public School District,Hancock,"371 Hancock Ave, Hancock, MN 56244","371 Hancock Ave, Hancock, MN 56244-9773",Public,Head,,,NO,10768000000,Hancock,27149,Stevens,2022-09-19,2022-11-17,2713380,http://hancock.k12.mn.us,SY2022-23,45.497501,-95.790249
10768010000,01,0768,010,0768-01-010,Hancock Elementary,Hancock Elementary,NULL,"371 Hancock Ave, Hancock, MN 56244","371 Hancock Ave, Hancock, MN 56244-9773",Public,Member,EC-6,10,NO,10768000000,Hancock,27149,Stevens,2007-04-13,2022-03-23,271338000688,http://hancock.k12.mn.us,SY2022-23,45.497501,-95.790249
10768020000,01,0768,020,0768-01-020,Hancock High,Hancock Sec.,NULL,"371 Hancock Ave, Hancock, MN 56244","371 Hancock Ave, Hancock, MN 56244-9773",Public,Member,7-12,33,NO,10768000000,Hancock,27149,Stevens,2007-04-13,2022-03-23,271338000689,http://hancock.k12.mn.us,SY2022-23,45.497501,-95.790249
10768030000,01,0768,030,0768-01-030,Hancock ECFE,Hancock ECFE,NULL,"371 Hancock Ave, Hancock, MN 56244","371 Hancock Ave., Hancock, MN 56244",Public,Member,,84,NO,10768000000,Hancock,27149,Stevens,2018-10-01,2022-03-23,2713380,,SY2022-23,45.497501,-95.790249
10768040000,01,0768,040,0768-01-040,Hancock School Readiness,Hancock School Readiness,NULL,"371 Hancock Ave, Hancock, MN 56244","371 Hancock Ave., Hancock, MN 56244",Public,Member,,85,NO,10768000000,Hancock,27149,Stevens,2018-10-01,2022-03-23,2713380,,SY2022-23,45.497501,-95.790249
10771000000,01,0771,000,0771-01,Chokio-Alberta District Office,Chokio-Alberta Public Schools,Chokio-Alberta,"311 1st St W, Chokio, MN 56221","311 1st St West, Chokio, MN 56221-0068",Public,Head,,,NO,10771000000,Chokio-Alberta,27149,Stevens,2022-09-19,2022-11-17,2708940,http://www.chokioalberta.k12.mn.us,SY2022-23,45.572396,-96.176164
10771002000,01,0771,002,0771-01-002,Chokio-Alberta High,Chokio-Alberta Secondary,NULL,"311 1st St W, Chokio, MN 56221","311 1st St West, Chokio, MN 56221-0068",Public,Member,7-12,33,NO,10771000000,Chokio-Alberta,27149,Stevens,2008-03-31,2022-11-17,270894000361,http://www.chokioalberta.k12.mn.us,SY2022-23,45.572396,-96.176164
10771003000,01,0771,003,0771-01-003,Chokio-Alberta Elementary,Chokio-Alberta Elementary,NULL,"311 1st St W, Chokio, MN 56221","311 1st St West, Chokio, MN 56221-0068",Public,Member,EC+KG-6,10,NO,10771000000,Chokio-Alberta,27149,Stevens,2007-04-13,2022-09-19,270894000362,http://www.chokioalberta.k12.mn.us,SY2022-23,45.572396,-96.176164
10771004000,01,0771,004,0771-01-004,Chokio-Alberta ECFE,Chokio-Alberta ECFE,NULL,"311 1st St W, Chokio, MN 56221","311 1st St. W, Chokio, MN 56221",Public,Member,,84,NO,10771000000,Chokio-Alberta,27149,Stevens,2018-10-01,2022-09-19,2708940,http://www.chokioalberta.k12.mn.us,SY2022-23,45.572396,-96.176164
10771006000,01,0771,006,0771-01-006,Chokio-Alberta School Readiness,Chokio-Alberta School Readiness,NULL,"311 1st St W, Chokio, MN 56221","311 1st St. W, Chokio, MN 56221",Public,Member,,85,NO,10771000000,Chokio-Alberta,27149,Stevens,2018-10-01,2022-09-19,2708940,http://www.chokioalberta.k12.mn.us,SY2022-23,45.572396,-96.176164
10775000000,01,0775,000,0775-01,Kerkhoven-Murdock-Sunburg District Office,Kerkhoven-Murdock-Sunburg,Kerkhoven-Murdock-Sunburg,"302 15th St N, Kerkhoven, MN 56252","302 15th St N, Kerkhoven, MN 56252-0168",Public,Head,,,NO,10775000000,Kerkhoven-Murdock-Sunburg,27151,Swift,2022-09-19,2022-11-17,2717120,http://www.kms.k12.mn.us,SY2022-23,45.195228,-95.322551
10775030000,01,0775,030,0775-01-030,Murdock Elementary,Murdock Elementary,NULL,"408 Hollis St N, Murdock, MN 56271","408 Hollis St N, Murdock, MN 56271-0046",Public,Member,EC-6,10,NO,10775000000,Kerkhoven-Murdock-Sunburg,27151,Swift,2007-04-13,2022-09-19,271712001890,http://kms.k12.mn.us,SY2022-23,45.226183,-95.392412
10775050000,01,0775,050,0775-01-050,Kerkhoven Secondary,Kerkhoven Secondary,NULL,"302 15th St N, Kerkhoven, MN 56252","302 15th St N, Kerkhoven, MN 56252-9305",Public,Member,7-12,33,NO,10775000000,Kerkhoven-Murdock-Sunburg,27151,Swift,2007-04-13,2022-09-19,271712000023,http://kms.k12.mn.us,SY2022-23,45.195228,-95.322551
10775060000,01,0775,060,0775-01-060,KMS Early Childhood,"KMS Early Childhood ",NULL,"302 15th St N, Kerkhoven, MN 56252","302 N 15TH ST, Kerkhoven, MN 56252",Public,Member,,84,NO,10775000000,Kerkhoven-Murdock-Sunburg,27151,Swift,2018-10-01,2022-09-19,2717120,http://www.kms.k12.mn.us,SY2022-23,45.195228,-95.322551
10775070000,01,0775,070,0775-01-070,KMS School Readiness,KMS School Readiness,NULL,"302 15th St N, Kerkhoven, MN 56252","302 15th Street North, Kerkhoven, MN 56252",Public,Member,,85,NO,10775000000,Kerkhoven-Murdock-Sunburg,27151,Swift,2018-10-01,2022-09-19,2717120,http://www.kms.k12.mn.us,SY2022-23,45.195228,-95.322551
10777000000,01,0777,000,0777-01,Benson District Office,Benson Public School District,Benson,"1400 Montana Ave, Benson, MN 56215","1400 Montana Ave, Benson, MN 56215-1246",Public,Head,,,NO,10777000000,Benson,27151,Swift,2022-09-19,2022-11-17,2704470,http://www.benson.k12.mn.us/,SY2022-23,45.320125,-95.598292
10777101000,01,0777,101,0777-01-101,Benson Secondary,Benson Secondary,NULL,"1400 Montana Ave, Benson, MN 56215","1400 Montana Ave, Benson, MN 56215-1246",Public,Member,6-12,33,NO,10777000000,Benson,27151,Swift,2007-04-13,2022-02-28,270447000199,http://www.benson.k12.mn.us,SY2022-23,45.320125,-95.598292
10777103000,01,0777,103,0777-01-103,Northside Elementary,Northside Elementary,NULL,"1800 W Nevada Ave, Benson, MN 56215","1800 W Nevada Ave, Benson, MN 56215-1099",Public,Member,EC-5,10,NO,10777000000,Benson,27151,Swift,2007-04-13,2022-09-19,270447000201,http://www.benson.k12.mn.us,SY2022-23,45.319517,-95.606357
10777107000,01,0777,107,0777-01-107,Benson ALC,Benson Area Learning Center,NULL,"1400 Montana Ave, Benson, MN 56215","1400 Montana Ave, Benson, MN 56215-1246",Public,Member,7-12,41,NO,10777000000,Benson,27151,Swift,2007-06-01,2022-02-28,270447002232,http://www.benson.k12.mn.us,SY2022-23,45.320125,-95.598292
10777108000,01,0777,108,0777-01-108,Benson TS,Benson Targeted Services,NULL,"1400 Montana Ave, Benson, MN 56215","1400 Montana Ave, Benson, MN 56215-1246",Public,Member,KG-8,45,NO,10777000000,Benson,27151,Swift,2007-06-01,2022-02-28,270447002682,http://www.benson.k12.mn.us,SY2022-23,45.320125,-95.598292
10777110000,01,0777,110,0777-01-110,Heartland Girls Ranch,Heartland Girls Ranch,NULL,"1400 Montana Ave, Benson, MN 56215","1400 Montana Ave, Benson, MN 56215",Public,Member,7-12,77,NO,10777000000,Benson,27151,Swift,2007-06-01,2022-11-15,270447004182,http://www.benson.k12.mn.us,SY2022-23,45.320125,-95.598292
10777116000,01,0777,116,0777-01-116,Benson School Readiness,Benson School Readiness,NULL,"1800 W Nevada Ave, Benson, MN 56215","1800 W. Nevada Ave, Benson, MN 56215",Public,Member,,85,NO,10777000000,Benson,27151,Swift,2018-10-01,2022-09-19,2704470,http://www.benson.k12.mn.us/,SY2022-23,45.319517,-95.606357
10777117000,01,0777,117,0777-01-117,Benson ECFE,Benson ECFE,NULL,"1800 W Nevada Ave, Benson, MN 56215","1800 W. Nevada Ave, Benson, MN 56215",Public,Member,,84,NO,10777000000,Benson,27151,Swift,2018-10-01,2022-09-19,2704470,http://www.benson.k12.mn.us,SY2022-23,45.319517,-95.606357
10786000000,01,0786,000,0786-01,Bertha-Hewitt District Office,Bertha-Hewitt Public School District,Bertha-Hewitt,"310 Central Ave S, Bertha, MN 56437","310 Central Ave S, Bertha, MN 56437-0008",Public,Head,,,NO,10786000000,Bertha-Hewitt,27153,Todd,2022-09-19,2022-11-17,2705430,http://www.isd786.org,SY2022-23,46.263701,-95.061896
10786010000,01,0786,010,0786-01-010,Bertha Elementary,Bertha Elementary,NULL,"408 Central Ave S, Bertha, MN 56437","310 Central Ave S, Bertha, MN 56437-0008",Public,Member,EC-6,10,NO,10786000000,Bertha-Hewitt,27153,Todd,2007-04-13,2022-09-19,270543000203,http://www.isd786.org,SY2022-23,46.262769,-95.061656
10786020000,01,0786,020,0786-01-020,Bertha Secondary,Bertha Secondary,NULL,"310 Central Ave S, Bertha, MN 56437","310 Central Ave S, Bertha, MN 56437-0008",Public,Member,7-12,33,NO,10786000000,Bertha-Hewitt,27153,Todd,2007-04-13,2022-09-19,270543000204,http://www.isd786.org/,SY2022-23,46.263701,-95.061896
10786030000,01,0786,030,0786-01-030,Bertha-Hewitt ECFE,Bertha-Hewitt Early Childhood Family Education,NULL,"310 Central Ave S, Bertha, MN 56437","310 Central Avenue South, Bertha, MN 56437",Public,Member,,84,NO,10786000000,Bertha-Hewitt,27153,Todd,2018-10-01,2022-09-19,2705430,http://www.fed.k12.mn.us/pages/Freshwater_Education,SY2022-23,46.263701,-95.061896
10786040000,01,0786,040,0786-01-040,Bertha-Hewitt School Readiness Prog,Bertha-Hewitt School Readiness Program,NULL,"310 Central Ave S, Bertha, MN 56437","310 Central Avenue South, Bertha, MN 56437",Public,Member,,85,NO,10786000000,Bertha-Hewitt,27153,Todd,2018-10-01,2022-09-19,2705430,http://www.fed.k12.mn.us/pages/Freshwater_Education,SY2022-23,46.263701,-95.061896
10786051000,01,0786,051,0786-01-051,Bertha-Hewitt ESY,Bertha-Hewitt Public School Extended School Year,NULL,"310 Central Ave S, Bertha, MN 56437","310 Central Ave S, Bertha, MN 56437-0008",Public,Member,1-12,51,NO,10786000000,Bertha-Hewitt,27153,Todd,2015-10-01,2022-09-19,2705430,http://www.isd786.org,SY2022-23,46.263701,-95.061896
10787000000,01,0787,000,0787-01,Browerville District Office,Browerville Public School District,Browerville,"620 Park Ave N, Browerville, MN 56438","620 Park Ave N, Browerville, MN 56438-0185",Public,Head,,,NO,10787000000,Browerville,27153,Todd,2022-09-19,2022-11-15,2706300,http://www.browerville.k12.mn.us/,SY2022-23,46.085671,-94.872117
10787010000,01,0787,010,0787-01-010,Browerville Elementary,Browerville Elementary,NULL,"620 Park Ave N, Browerville, MN 56438","620 Park Ave N, Browerville, MN 56438-0185",Public,Member,EC-6,10,NO,10787000000,Browerville,27153,Todd,2007-04-13,2022-03-08,270630000277,,SY2022-23,46.085671,-94.872117
10787020000,01,0787,020,0787-01-020,Browerville High,Browerville Secondary,NULL,"620 Park Ave N, Browerville, MN 56438","620 Park Ave N, Browerville, MN 56438-0185",Public,Member,7-12,33,NO,10787000000,Browerville,27153,Todd,2007-04-13,2022-03-08,270630000278,,SY2022-23,46.085671,-94.872117
10787030000,01,0787,030,0787-01-030,Browerville ECFE,Browerville ECFE,NULL,"620 Park Ave N, Browerville, MN 56438","620 Park Ave N, Browerville, MN 56438",Public,Member,,84,NO,10787000000,Browerville,27153,Todd,2018-10-01,2022-03-08,2706300,http://browerville.k12.mn.us,SY2022-23,46.085671,-94.872117
10787040000,01,0787,040,0787-01-040,Browerville School Readiness,Browerville School Readiness,NULL,"620 Park Ave N, Browerville, MN 56438","620 Park Ave N, Browerville, MN 56438",Public,Member,,85,NO,10787000000,Browerville,27153,Todd,2018-10-01,2022-03-08,2706300,http://browerville.k12.mn.us,SY2022-23,46.085671,-94.872117
10801000000,01,0801,000,0801-01,Browns Valley District Office,Browns Valley Public School District,Browns Valley,"118 Church St S, Browns Valley, MN 56219","118 Church St S, Browns Valley, MN 56219-0259",Public,Head,,,NO,10801000000,Browns Valley,27155,Traverse,2022-09-19,2022-11-17,2707110,http://www.brownsvalley.k12.mn.us,SY2022-23,45.592520,-96.830116
10801010000,01,0801,010,0801-01-010,Browns Valley Elementary,Browns Valley Elementary,NULL,"118 Church St S, Browns Valley, MN 56219","118 Church St S, Browns Valley, MN 56219-0259",Public,Member,EC-4,10,NO,10801000000,Browns Valley,27155,Traverse,2007-04-13,2022-09-19,270711000279,http://www.brownsvalley.k12.mn.us,SY2022-23,45.592520,-96.830116
10801020000,01,0801,020,0801-01-020,Browns Valley Middle,Browns Valley Middle,NULL,"118 Church St S, Browns Valley, MN 56219","118 Church St S, Browns Valley, MN 56219-0259",Public,Member,5-8,20,NO,10801000000,Browns Valley,27155,Traverse,2007-04-13,2022-09-19,270711000280,http://www.brownsvalley.k12.mn.us,SY2022-23,45.592520,-96.830116
